objectId,image,coord_ra,coord_dec,p_rrl,p_est
772178357533036691,obj772178357533036691.png,312.96336855715805,-13.243982998640995,0.9992380618534675,0.5616218325586143
778889295472645669,obj778889295472645669.png,338.21678166039646,-6.265479054626557,0.9992324251509298,0.5245266741603032
762521140747829662,obj762521140747829662.png,301.64580560138677,-21.047841696145287,0.9992323618781743,0.5331652209291007
773783575790117775,obj773783575790117775.png,304.5604327799658,-10.675800642091962,0.9992272600614877,0.6475358337798246
764101345115393240,obj764101345115393240.png,302.8315150055728,-19.64001017611994,0.9992263924275934,0.5724707461643304
759466834884844177,obj759466834884844177.png,310.84485913057625,-24.724655044302686,0.9992263498113111,0.5103577496043131
768874943566857405,obj768874943566857405.png,300.2349401219384,-15.717985240851585,0.9992252298385567,0.6136477748592573
762571168526912133,obj762571168526912133.png,314.55126548414455,-22.212618321607753,0.9992229665968294,0.5577644555208093
767399605120813807,obj767399605120813807.png,329.2128562443753,-16.723715815212074,0.9992226432516927,0.6183200762718941
762517155018197618,obj762517155018197618.png,301.29814179438023,-21.963813747421842,0.9992204652054086,0.5407182384221317
778889639070025093,obj778889639070025093.png,337.3268239664291,-6.300810178770153,0.9992186724688064,0.5186553842224179
782232704174281459,obj782232704174281459.png,342.15315086595484,-4.185283714979164,0.999218100471694,0.6554803262777595
756452111440437132,obj756452111440437132.png,313.0839920299551,-27.20887409287436,0.9992179263881116,0.5364254573082223
767295082796698812,obj767295082796698812.png,306.1261246440019,-17.076858867860263,0.9992177557534251,0.5751165062409966
754932723809798885,obj754932723809798885.png,305.72160353272085,-28.965584116635185,0.9992147483953234,0.5583364175795416
777150349113845056,obj777150349113845056.png,319.2354521171682,-7.918251642222041,0.9992129203215531,0.5925795685928754
783955089139173317,obj783955089139173317.png,353.4104236483223,-1.590292748831513,0.9992125966310429,0.6056950518831916
777234324314412564,obj777234324314412564.png,336.9915725414908,-7.636267791101169,0.9992122716287895,0.5706512723636703
762638170016736466,obj762638170016736466.png,328.08484862148873,-20.91362505616999,0.9992119446391183,0.6093553080315862
780557460770409016,obj780557460770409016.png,338.96748817630436,-5.2949037491488165,0.9992117374099162,0.6070727328333309
775596601744838643,obj775596601744838643.png,340.3011650878844,-9.616013059566443,0.9992108084936779,0.5502540441027334
785552061059058772,obj785552061059058772.png,338.89320092592567,-1.2406078599554518,0.9992078629056019,0.5426303613137697
775569526271005113,obj775569526271005113.png,334.951706067812,-9.459954254468665,0.9992073838913766,0.6136701762233848
756411429510206069,obj756411429510206069.png,303.58945621556563,-27.048127445465678,0.9992071522295447,0.5208797719892924
759417769178452138,obj759417769178452138.png,300.2043019271678,-24.917464522760763,0.9992063748106322,0.5406858120811223
785558245811966491,obj785558245811966491.png,340.3973002992052,-1.3501844035075758,0.9992063085777626,0.696366084471214
777132825647273397,obj777132825647273397.png,317.1618416443563,-8.699953558438146,0.9992058410629632,0.6079762486209314
772171829182744128,obj772171829182744128.png,310.704113885697,-13.27885673823435,0.9992045240872894,0.561514640432517
785607517676782384,obj785607517676782384.png,351.2742661601963,-0.9704654706904705,0.9992042405690864,0.543075381221259
756406619146833953,obj756406619146833953.png,303.46292968393755,-28.230597134746095,0.9992037912977073,0.602330294970648
757915149100141598,obj757915149100141598.png,303.60660501600745,-25.913474885829178,0.9992037782626518,0.556758170234211
787216103188220763,obj787216103188220763.png,338.1424097393648,0.6015655633659096,0.999200180726751,0.6029773254385079
764190268118290196,obj764190268118290196.png,324.32947932679485,-19.705645683302837,0.999200056370332,0.5922431982505897
773883493909288991,obj773883493909288991.png,326.3798977808118,-11.498260567145511,0.9991988277162058,0.6486761218493396
769055813229629559,obj769055813229629559.png,339.975144965958,-15.251488763270725,0.9991984056883859,0.6451160503658558
770503320287595418,obj770503320287595418.png,301.30665213460514,-14.446662871025204,0.9991973895416316,0.5710804115930994
767284706155713376,obj767284706155713376.png,304.80434552835254,-17.828228587827617,0.9991971863768591,0.5762704870783317
764087395061596597,obj764087395061596597.png,300.1211550441279,-19.729332502988658,0.9991963638339458,0.6321750478839618
759453846903737420,obj759453846903737420.png,307.51500158875973,-24.64725126203658,0.9991958036645968,0.5393287881162271
770495211389342785,obj770495211389342785.png,301.062163623464,-14.584147235658747,0.9991950657276677,0.5518949643898104
775432362195439709,obj775432362195439709.png,304.2115349066736,-9.416513628145319,0.9991945889268922,0.5819069226441802
762644492208571208,obj762644492208571208.png,329.2948273544341,-21.19844696294992,0.9991945194721407,0.5565503836754108
757936039821070105,obj757936039821070105.png,309.76355673473864,-25.855973989347696,0.9991903959487145,0.5750348303362235
767279414756000283,obj767279414756000283.png,302.68044039146537,-17.51379747525969,0.9991903953477889,0.59365731636405
782246929105962171,obj782246929105962171.png,345.67505099283215,-4.0508051359756445,0.9991902150977322,0.6050865340917977
770542352950382929,obj770542352950382929.png,310.7156081286022,-14.85409402505823,0.9991893795060465,0.5329792435659919
765715771782357579,obj765715771782357579.png,310.7639899640094,-18.117258349613163,0.9991880386515549,0.6412275399532507
767427780106276453,obj767427780106276453.png,335.3515603436811,-16.579283691742642,0.9991879750807018,0.6387587523620621
764227239196772950,obj764227239196772950.png,334.0443415670981,-20.627841721209037,0.9991870782894462,0.5646066635275364
772293874973426184,obj772293874973426184.png,337.1875635179181,-11.959186512607856,0.999186160624789,0.6246430291238037
782201161934463062,obj782201161934463062.png,334.6643946108862,-3.398045019542681,0.9991861288957019,0.6423007191581876
768919061470927598,obj768919061470927598.png,309.1935738178563,-15.051405146134616,0.9991859846466753,0.574801555447861
759446837517114976,obj759446837517114976.png,306.18040315913487,-24.55341501008969,0.9991857867929167,0.5573765885959853
772189833685649420,obj772189833685649420.png,315.0096821014376,-12.073572920987,0.9991854807687249,0.5624651785204066
773806115778483602,obj773806115778483602.png,310.92838271647986,-11.84325211308055,0.9991846164485565,0.573696946732012
770495486267249447,obj770495486267249447.png,300.38081001240494,-14.540927378762124,0.9991840487564648,0.5254246123147046
764229781817395530,obj764229781817395530.png,332.75814343292103,-20.100608686197287,0.9991838889839934,0.6471770848901971
773978876542996028,obj773978876542996028.png,347.8192128769541,-11.740927887260769,0.9991828917135337,0.6455585653402309
787246820794318666,obj787246820794318666.png,342.97575480949644,1.3445043147088018,0.9991818089523024,0.5788228066108871
765811772891354268,obj765811772891354268.png,331.25648056005326,-18.33406291683344,0.9991813061614422,0.5687878577528429
777177493307151849,obj777177493307151849.png,326.0254057287144,-7.95840747374283,0.999180256977325,0.6214598301115638
770506069066671169,obj770506069066671169.png,301.3215297794798,-13.68870132089038,0.9991771316024276,0.5543865362788256
764121892238938956,obj764121892238938956.png,307.671497053925,-19.646915039196685,0.9991769674890747,0.5507254261195419
783912757941522551,obj783912757941522551.png,345.6078148378556,-1.8213169297594822,0.9991746742951477,0.5880382838687355
770669209104440196,obj770669209104440196.png,338.8555423972094,-13.985355182872064,0.9991744953865145,0.6048207773511328
772137332005429271,obj772137332005429271.png,303.32325074355145,-13.165560426294823,0.9991741934745149,0.581493981417999
761011305124484056,obj761011305124484056.png,313.79234221489276,-23.608415656300146,0.9991738834319519,0.6018183268364478
753457935119564430,obj753457935119564430.png,303.3975420173444,-29.80595356455437,0.9991733527296704,0.622609488562697
757905597092876832,obj757905597092876832.png,301.7415178423036,-26.650618904721348,0.9991724659603619,0.5947286021234129
764135361256381686,obj764135361256381686.png,311.58965001718127,-19.593080026923637,0.999172127342869,0.584542366636314
768931843293600990,obj768931843293600990.png,312.88246233890413,-15.169161515432505,0.9991716456119112,0.6329451968446461
764192948177885650,obj764192948177885650.png,326.0535753493798,-20.582025022244363,0.9991711035310509,0.5347987966807253
775422397871315612,obj775422397871315612.png,303.53944941950107,-10.035730343289465,0.9991672801157349,0.6361092640216132
754911077174624084,obj754911077174624084.png,301.57145196366815,-29.165360826981573,0.9991661213452083,0.5893961955032256
777085203049892206,obj777085203049892206.png,305.43360308090365,-8.832327234203644,0.999165159083351,0.543303494192836
782229543078351903,obj782229543078351903.png,340.06788457706466,-3.3364370687174807,0.9991628292037726,0.596318413716002
768994927773243138,obj768994927773243138.png,325.39953817244566,-15.049773779055734,0.99916280905448,0.5856054241477819
770664398741067677,obj770664398741067677.png,337.3163646273395,-13.533868454577282,0.9991612685771791,0.5293605482380326
767272405369374989,obj767272405369374989.png,301.57130032224626,-17.550437333910168,0.9991612187440427,0.6146635067126506
772180281678387456,obj772180281678387456.png,313.42299043545273,-12.693542314133099,0.9991611333745372,0.596266634399618
785621192852657167,obj785621192852657167.png,354.2492830970809,-0.9451399821040551,0.9991605701373916,0.5893250361626073
773883906226153999,obj773883906226153999.png,327.1341314824792,-11.338853935040241,0.9991597000951278,0.6362387102406314
770612446816652480,obj770612446816652480.png,325.98384844563907,-14.560786180871093,0.9991584615133223,0.5761781390936717
780487779221000463,obj780487779221000463.png,324.6899891274787,-5.4609848888611605,0.9991575699611419,0.5769819829567985
775466721933815052,obj775466721933815052.png,311.80093668479225,-9.349010320352868,0.9991573563227234,0.5871120872445432
775569663709961184,obj775569663709961184.png,334.50493735509735,-9.46109925212341,0.9991570370857248,0.6053227864697209
775490155275378347,obj775490155275378347.png,317.55803304552126,-10.40661974393746,0.9991566582318916,0.6095433503345979
757923120559445535,obj757923120559445535.png,305.97725161343703,-25.617285868188826,0.9991565171135592,0.5484935405517253
760981274713150005,obj760981274713150005.png,305.2574610778648,-22.610464716181994,0.9991534298399937,0.5650653150209478
775463973154742049,obj775463973154742049.png,311.77743182626114,-10.025279564964798,0.9991524941414832,0.575150791328398
773782819875869514,obj773782819875869514.png,304.77487214087125,-10.948963214618761,0.9991524283574029,0.5489702961909028
778900428027874602,obj778900428027874602.png,340.875357470559,-7.006355423378313,0.9991508676647943,0.7114421927668018
754906198091783772,obj754906198091783772.png,300.0526574636382,-28.51462407492897,0.999149128146039,0.6994348891384548
785538866919526659,obj785538866919526659.png,336.2950645721657,-0.9227355405562325,0.9991487182817216,0.6151893666063498
759434330572343857,obj759434330572343857.png,303.3346828454895,-24.32072858174311,0.9991481055037376,0.6085878554944003
770501189983820030,obj770501189983820030.png,301.36090944601324,-14.826288740812464,0.9991471903593941,0.5950007051214327
785593979939849830,obj785593979939849830.png,347.7812345631536,-0.9702117759361966,0.9991463863909964,0.5569014477866429
787210193313222649,obj787210193313222649.png,336.07520049319453,0.7832673957237212,0.9991457680355472,0.5767748698158165
770551423921311338,obj770551423921311338.png,311.975620239064,-14.352961089100159,0.9991443176572492,0.5980760256969738
775431675000670343,obj775431675000670343.png,304.25720698943763,-9.665877011828432,0.9991426669185529,0.6164116936101355
759465116897921739,obj759465116897921739.png,311.8755242164213,-25.20892507410294,0.9991421530313214,0.5649942994955308
754913825953699201,obj754913825953699201.png,301.5882758592118,-28.36096093303771,0.9991416605518886,0.5139533382604955
770703500123328756,obj770703500123328756.png,346.62456454275457,-13.969404724565871,0.9991413350584086,0.5724409810193002
762549659330693760,obj762549659330693760.png,307.0395537281559,-20.857275069201606,0.999140251888475,0.5099269956121756
773885830371500772,obj773885830371500772.png,327.38867173100743,-10.839444166261249,0.9991393511358609,0.5988982743641231
767418640415872294,obj767418640415872294.png,334.41386510967305,-16.961817334335866,0.9991392759227612,0.5769588173705499
